geothermal,Hour0,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23
Winter,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653
Spring,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653
Summer,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653
Fall,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653
Summer Peak 1,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653
Summer Peak 2,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653
Summer Peak 3,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653
Summer Peak 4,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653
Summer Peak 5,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653
Winter Peak 1,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653,0.8500520136721653
